feedback_date,region,feedback_type,total_feedback_count,complaint_count,compliment_count,inquiry_count,avg_sentiment_score,negative_sentiment_count,neutral_sentiment_count,positive_sentiment_count,network_issue_count,billing_issue_count,service_issue_count,other_issue_count
2024-12-24,India & Middle East,Chat,74,3,24,47,-0.1,18,40,16,0,3,1,0
2024-12-24,Oceania,Call,513,137,97,279,-0.17,178,226,109,118,1,11,7
2024-12-24,Oceania,Email,315,35,61,219,-0.03,108,138,69,15,4,7,9
2024-12-24,Oceania,Social,227,104,19,104,0.13,53,112,62,51,5,1,47
2024-12-24,Oceania,Chat,452,114,116,222,-0.04,91,255,106,7,69,0,38
2024-12-25,Europe & MENA,Call,296,143,66,87,-0.21,59,178,59,35,39,17,52
2024-12-25,Europe & MENA,Email,137,3,25,109,-0.12,44,63,30,2,0,0,1
2024-12-25,Europe & MENA,Social,285,81,58,146,0.25,103,122,60,78,1,2,0
2024-12-25,Europe & MENA,Chat,436,140,22,274,0.14,170,162,104,28,76,11,25
2024-12-25,North America,Call,507,142,90,275,-0.1,149,214,144,67,22,5,48
2024-12-25,North America,Email,322,24,10,288,0.01,133,99,90,18,1,0,5
2024-12-25,North America,Social,100,4,1,95,-0.12,24,53,23,2,2,1,0
2024-12-25,North America,Chat,166,47,29,90,0.43,42,70,54,29,14,1,3
2024-12-25,Latin America,Call,310,4,86,220,-0.28,82,114,114,4,2,3,0
2024-12-25,Latin America,Email,286,79,19,188,0.12,126,47,113,21,45,10,3
2024-12-25,Latin America,Social,516,210,138,168,0.19,109,212,195,154,46,6,4
2024-12-25,Latin America,Chat,494,173,70,251,-0.13,206,97,191,33,131,1,8
2024-12-25,Asia-Pacific,Call,398,129,122,147,0.29,91,161,146,82,18,1,28
2024-12-25,Asia-Pacific,Email,114,37,1,76,0.05,47,39,28,7,26,0,4
2024-12-25,Asia-Pacific,Social,383,11,103,269,0.13,171,74,138,1,9,0,1
2024-12-25,Asia-Pacific,Chat,347,164,92,91,0.43,111,137,99,96,7,12,49
2024-12-25,India & Middle East,Call,248,54,60,134,-0.11,104,59,85,35,6,6,7
2024-12-25,India & Middle East,Email,486,224,19,243,0.03,168,193,125,78,127,3,16
2024-12-25,India & Middle East,Social,243,66,50,127,-0.23,84,91,68,50,7,2,7
2024-12-25,India & Middle East,Chat,416,21,25,370,-0.19,107,199,110,1,14,4,2
2024-12-25,Oceania,Call,485,124,106,255,-0.23,137,157,191,56,32,34,2
2024-12-25,Oceania,Email,193,44,7,142,0.38,82,61,50,14,24,0,6
2024-12-25,Oceania,Social,347,136,85,126,0.22,92,171,84,60,71,5,0
2024-12-25,Oceania,Chat,220,60,53,107,0.36,47,93,80,23,4,29,4
2024-12-26,Europe & MENA,Call,504,213,131,160,-0.33,225,122,157,52,82,29,50
2024-12-26,Europe & MENA,Email,128,51,37,40,0.06,54,23,51,31,16,2,2
2024-12-26,Europe & MENA,Social,379,152,120,107,-0.04,104,143,132,28,105,9,10
2024-12-26,Europe & MENA,Chat,193,36,11,146,-0.09,75,49,69,21,8,1,6
2024-12-26,North America,Call,258,5,19,234,0.11,112,48,98,2,2,0,1
2024-12-26,North America,Email,455,2,81,372,-0.09,203,90,162,0,0,0,2
2024-12-26,North America,Social,430,6,119,305,0.42,174,97,159,6,0,6,0
2024-12-26,North America,Chat,258,21,59,178,0.18,115,71,72,14,1,3,3
2024-12-26,Latin America,Call,504,21,112,371,0.21,179,204,121,16,4,0,1
2024-12-26,Latin America,Email,439,190,29,220,-0.02,156,189,94,62,117,1,10
2024-12-26,Latin America,Social,132,44,38,50,-0.24,32,72,28,38,6,27,0
2024-12-26,Latin America,Chat,497,105,158,234,-0.23,104,212,181,41,19,0,45
2024-12-26,Asia-Pacific,Call,422,191,57,174,-0.24,110,194,118,185,4,0,2
2024-12-26,Asia-Pacific,Email,178,12,16,150,0.21,60,76,42,12,0,9,0
2024-12-26,Asia-Pacific,Social,137,62,13,62,0.05,32,51,54,48,10,4,0
2024-12-26,Asia-Pacific,Chat,507,2,168,337,-0.24,158,216,133,1,1,2,0
2024-12-26,India & Middle East,Call,140,11,37,92,0.4,30,67,43,1,0,10,0
2024-12-26,India & Middle East,Email,373,17,17,339,-0.31,154,86,133,11,2,1,3
2024-12-26,India & Middle East,Social,163,34,53,76,0.43,35,89,39,4,6,23,1
2024-12-26,India & Middle East,Chat,211,97,7,107,-0.31,71,90,50,87,10,65,0
2024-12-26,Oceania,Call,241,79,3,159,0.11,79,67,95,77,2,56,0
2024-12-26,Oceania,Email,73,36,6,31,0.15,15,37,21,12,18,0,6
2024-12-26,Oceania,Social,204,63,55,86,0.29,79,79,46,23,32,4,4
2024-12-26,Oceania,Chat,443,213,132,98,0.24,197,155,91,212,1,27,0
2024-12-27,Europe & MENA,Call,278,28,79,171,0.45,118,86,74,23,2,0,3
2024-12-27,Europe & MENA,Email,264,95,20,149,0.31,68,139,57,74,8,13,0
2024-12-27,Europe & MENA,Social,214,85,67,62,0.37,43,100,71,83,1,1,0
2024-12-27,Europe & MENA,Chat,519,72,116,331,-0.28,164,180,175,19,0,13,40
2024-12-27,North America,Call,341,145,95,101,-0.21,81,181,79,68,25,11,41
2024-12-27,North America,Email,511,109,141,261,-0.18,177,205,129,108,1,10,0
2024-12-27,North America,Social,80,8,8,64,-0.27,34,28,18,3,4,0,1
2024-12-27,North America,Chat,339,90,52,197,0.35,91,146,102,53,11,9,17
2024-12-27,Latin America,Call,113,29,8,76,-0.32,39,32,42,4,0,22,3
2024-12-27,Latin America,Email,500,167,53,280,0.34,103,200,197,73,51,13,30
2024-12-27,Latin America,Social,505,211,164,130,0.24,131,247,127,141,10,37,23
2024-12-27,Latin America,Chat,256,101,22,133,0.08,98,95,63,85,4,5,7
2024-12-27,Asia-Pacific,Call,187,87,3,97,-0.31,71,62,54,34,19,20,14
2024-12-27,Asia-Pacific,Email,314,28,46,240,0.08,119,91,104,9,2,2,15
2024-12-27,Asia-Pacific,Social,196,31,32,133,-0.04,54,101,41,27,4,12,0
2024-12-27,Asia-Pacific,Chat,216,41,5,170,0.04,80,70,66,25,5,2,9
2024-12-27,India & Middle East,Call,357,152,51,154,-0.34,119,126,112,59,11,66,16
2024-12-27,India & Middle East,Email,444,168,1,275,-0.35,106,192,146,27,51,86,4
2024-12-27,India & Middle East,Social,191,55,35,101,0.44,46,92,53,35,6,2,12
2024-12-27,India & Middle East,Chat,306,36,87,183,-0.27,104,133,69,8,26,1,1
2024-12-27,Oceania,Call,320,27,17,276,0.06,67,187,66,1,23,1,2
2024-12-27,Oceania,Email,132,48,33,51,0.44,55,47,30,9,34,5,0
2024-12-27,Oceania,Social,329,115,53,161,0.41,77,177,75,54,33,3,25
2024-12-27,Oceania,Chat,327,59,17,251,0.42,124,76,127,32,5,8,14
2024-12-28,Europe & MENA,Call,318,154,67,97,0.07,72,128,118,57,51,38,8
2024-12-28,Europe & MENA,Email,373,169,76,128,0.02,132,142,99,12,123,23,11
2024-12-28,Europe & MENA,Social,424,122,23,279,0.08,101,190,133,59,35,18,10
2024-12-28,Europe & MENA,Chat,244,95,33,116,0.27,94,79,71,44,0,9,42
2024-12-28,North America,Call,245,80,66,99,0.12,54,100,91,41,26,12,1
2024-12-28,North America,Email,376,166,120,90,0.06,126,173,77,33,118,3,12
2024-12-28,North America,Social,292,70,92,130,-0.35,78,103,111,49,5,7,9
2024-12-28,North America,Chat,109,0,22,87,-0.03,25,63,21,0,0,0,0
2024-12-28,Latin America,Call,516,142,37,337,-0.19,114,207,195,137,0,5,0
2024-12-28,Latin America,Email,207,2,14,191,-0.28,53,107,47,1,1,0,0
2024-12-28,Latin America,Social,453,205,14,234,0.19,193,105,155,22,90,91,2
2024-12-28,Latin America,Chat,395,41,117,237,-0.34,114,187,94,19,18,3,1
2024-12-28,Asia-Pacific,Call,368,91,30,247,-0.17,89,140,139,42,11,1,37
2024-12-28,Asia-Pacific,Email,410,52,77,281,-0.32,122,173,115,41,1,7,3
2024-12-28,Asia-Pacific,Social,206,18,51,137,0.19,79,55,72,3,11,1,3
2024-12-28,Asia-Pacific,Chat,111,11,24,76,0.2,47,33,31,4,0,0,7
2024-12-28,India & Middle East,Call,97,46,21,30,-0.3,43,29,25,7,39,45,0
2024-12-28,India & Middle East,Email,208,36,31,141,0.06,64,67,77,12,9,4,11
2024-12-28,India & Middle East,Social,62,22,19,21,-0.18,17,24,21,7,12,1,2
2024-12-28,India & Middle East,Chat,283,58,8,217,-0.12,104,96,83,25,27,0,6
2024-12-28,Oceania,Call,345,118,91,136,0.36,142,80,123,32,41,43,2
2024-12-28,Oceania,Email,405,160,55,190,0.32,125,125,155,80,75,3,2
2024-12-28,Oceania,Social,358,138,112,108,-0.31,102,116,140,109,5,5,19
2024-12-28,Oceania,Chat,144,53,15,76,-0.06,42,56,46,18,35,18,0
2024-12-29,Europe & MENA,Call,290,83,75,132,0.09,114,72,104,47,10,8,18
2024-12-29,Europe & MENA,Email,226,61,18,147,0.31,94,44,88,12,32,16,1
2024-12-29,Europe & MENA,Social,276,111,30,135,-0.29,88,86,102,90,8,6,7
2024-12-29,Europe & MENA,Chat,514,115,63,336,-0.18,189,194,131,31,53,29,2
2024-12-29,North America,Call,109,12,2,95,0.23,33,34,42,2,10,12,0
2024-12-29,North America,Email,198,89,39,70,0.07,61,68,69,57,23,6,3
2024-12-29,North America,Social,408,133,16,259,0.19,102,199,107,44,17,7,65
2024-12-29,North America,Chat,80,38,8,34,-0.03,19,44,17,0,34,0,4
2024-12-29,Latin America,Call,331,38,78,215,-0.3,113,114,104,24,1,4,9
2024-12-29,Latin America,Email,174,7,31,136,-0.32,62,72,40,1,5,1,0
2024-12-29,Latin America,Social,225,5,62,158,0.32,89,65,71,1,0,1,3
2024-12-29,Latin America,Chat,420,117,29,274,0.23,155,128,137,78,1,19,19
2024-12-29,Asia-Pacific,Call,251,2,12,237,0.11,110,45,96,2,2,1,0
2024-12-29,Asia-Pacific,Email,187,26,49,112,-0.3,81,51,55,2,5,1,18
2024-12-29,Asia-Pacific,Social,103,46,19,38,0.15,33,34,36,34,6,5,1
2024-12-29,Asia-Pacific,Chat,418,155,44,219,-0.18,148,111,159,74,66,0,15
2024-12-29,India & Middle East,Call,292,95,79,118,0.37,113,86,93,51,31,10,3
2024-12-29,India & Middle East,Email,233,16,59,158,0.19,93,91,49,10,6,6,0
2024-12-29,India & Middle East,Social,226,109,19,98,-0.05,97,83,46,69,19,4,17
2024-12-29,India & Middle East,Chat,265,40,47,178,0.21,93,71,101,23,3,0,14
2024-12-29,Oceania,Call,85,18,22,45,-0.14,24,31,30,12,1,2,3
2024-12-29,Oceania,Email,481,100,32,349,-0.33,202,127,152,97,2,0,1
2024-12-29,Oceania,Social,303,43,96,164,0.16,107,126,70,27,10,6,0
2024-12-29,Oceania,Chat,355,1,83,271,-0.14,147,74,134,1,1,1,0
2024-12-30,Europe & MENA,Call,492,39,39,414,0.34,153,160,179,23,4,11,1
2024-12-30,Europe & MENA,Email,358,129,79,150,-0.31,103,177,78,123,5,1,0
2024-12-30,Europe & MENA,Social,341,8,108,225,-0.21,85,162,94,8,0,6,0
2024-12-30,Europe & MENA,Chat,227,4,20,203,-0.01,100,42,85,2,2,3,0
2024-12-30,North America,Call,82,19,4,59,0.44,30,31,21,9,2,1,7
2024-12-30,North America,Email,161,61,19,81,0.37,33,66,62,2,7,25,27
2024-12-30,North America,Social,474,81,19,374,0.32,197,98,179,34,25,15,7
2024-12-30,North America,Chat,450,24,80,346,0.31,167,189,94,19,5,15,0
2024-12-30,Latin America,Call,501,199,162,140,0.39,157,195,149,121,2,46,30
2024-12-30,Latin America,Email,210,0,26,184,0.42,92,48,70,0,0,0,0
2024-12-30,Latin America,Social,69,21,1,47,0.13,25,31,13,18,3,7,0
2024-12-30,Latin America,Chat,280,33,74,173,0.36,95,110,75,20,2,9,2
2024-12-30,Asia-Pacific,Call,341,48,112,181,0.2,85,168,88,12,16,4,16
2024-12-30,Asia-Pacific,Email,261,7,83,171,-0.31,79,83,99,6,0,1,0
2024-12-30,Asia-Pacific,Social,394,159,7,228,-0.0,118,172,104,13,136,7,3
2024-12-30,Asia-Pacific,Chat,215,72,35,108,0.2,63,92,60,29,2,21,20
2024-12-30,India & Middle East,Call,295,40,27,228,0.32,109,68,118,36,1,1,2
2024-12-30,India & Middle East,Email,441,144,58,239,-0.03,184,127,130,65,37,13,29
2024-12-30,India & Middle East,Social,402,79,52,271,0.41,145,128,129,56,10,9,4
2024-12-30,India & Middle East,Chat,105,37,30,38,-0.19,37,31,37,11,15,8,3
2024-12-30,Oceania,Call,436,185,25,226,0.31,129,146,161,84,34,13,54
2024-12-30,Oceania,Email,430,161,4,265,0.27,138,139,153,8,11,71,71
2024-12-30,Oceania,Social,306,69,31,206,0.17,108,99,99,10,45,9,5
2024-12-30,Oceania,Chat,510,181,115,214,0.1,157,235,118,15,89,60,17
