region,partner,oem_program,metric_date,avg_latency_ms,p95_latency_ms,packet_loss_pct,attach_success_rate,sessions
Europe & MENA,Telstra,Compact-Connected,2025-02-17,114.8,186.8,0.43,0.945,4025
North America,Vodafone,Moto-2W,2025-01-13,77.3,138.1,0.25,0.968,4302
Latin America,Telefonica,EV-Urban,2025-02-25,89.5,132.5,0.74,0.988,4975
Europe & MENA,Airtel,SUV-Connected,2025-01-25,129.2,162.9,0.9,0.986,885
North America,NTT Docomo,Compact-Connected,2025-01-03,89.5,153.5,0.78,0.935,2367
Europe & MENA,TIM,EV-Premium,2025-01-22,61.7,117.5,0.86,0.947,4846
Asia-Pacific,NTT Docomo,Commercial-Van,2025-02-07,133.4,186.8,0.27,0.938,2375
Europe & MENA,TIM,EV-Premium,2025-01-23,108.7,142.5,0.42,0.941,2970
North America,Telstra,Fleet-Leasing,2025-02-07,51.5,116.2,0.85,0.974,2838
Asia-Pacific,TIM,SUV-Connected,2025-02-01,88.6,147.8,0.57,0.982,2128
Oceania,AT&T,EV-Premium,2025-02-09,76.1,146.7,0.76,0.98,4311
Latin America,NTT Docomo,Compact-Connected,2025-01-01,111.3,149.0,0.3,0.946,2731
Europe & MENA,NTT Docomo,SUV-Connected,2025-02-05,107.2,160.6,0.3,0.944,4534
North America,Vodafone,Fleet-Leasing,2025-02-28,101.8,127.4,0.57,0.944,664
India & Middle East,Vodafone,EV-Premium,2025-01-04,65.0,95.0,0.15,0.949,4526
Latin America,Rogers,Commercial-Van,2025-01-23,93.4,142.4,0.11,0.956,2260
India & Middle East,Deutsche Telekom,Fleet-Leasing,2025-01-17,66.1,94.4,0.23,0.987,4422
Latin America,Orange,SUV-Connected,2025-01-22,125.6,181.1,0.5,0.963,1298
Asia-Pacific,Vodafone,Compact-Connected,2025-03-01,130.3,191.2,0.54,0.95,4722
Europe & MENA,Singtel,Compact-Connected,2025-02-04,116.2,186.2,0.82,0.938,3619
Latin America,NTT Docomo,Fleet-Leasing,2025-01-15,57.8,99.6,0.74,0.981,2258
Oceania,Etisalat,Commercial-Van,2025-02-18,60.9,97.4,0.79,0.942,2326
North America,Airtel,SUV-Connected,2025-02-18,88.3,130.5,0.27,0.984,1651
Oceania,Deutsche Telekom,EV-Premium,2025-01-31,59.4,103.8,0.52,0.968,2648
India & Middle East,Orange,SUV-Connected,2025-01-24,66.2,131.2,0.15,0.961,4631
Oceania,Deutsche Telekom,EV-Premium,2025-01-23,118.6,184.6,0.72,0.946,4728
Oceania,AT&T,Commercial-Van,2025-02-03,65.3,125.3,0.76,0.986,877
India & Middle East,Deutsche Telekom,Fleet-Leasing,2025-02-07,89.8,119.8,0.79,0.986,1040
North America,AT&T,Fleet-Leasing,2025-02-16,113.4,160.8,0.8,0.975,3851
North America,Telefonica,Moto-2W,2025-01-07,68.5,103.9,0.67,0.959,1882
Latin America,NTT Docomo,Moto-2W,2025-02-25,112.9,179.2,0.38,0.948,5000
Latin America,Vodafone,Moto-2W,2025-01-08,86.7,136.7,0.14,0.965,4187
Latin America,Rogers,SUV-Connected,2025-02-28,58.0,119.4,0.84,0.985,4012
Latin America,AT&T,Moto-2W,2025-01-27,108.2,168.3,0.14,0.93,1978
Asia-Pacific,Deutsche Telekom,Moto-2W,2025-02-19,104.2,144.3,0.4,0.983,1730
Europe & MENA,Singtel,Luxury-Flagship,2025-01-24,123.4,202.5,0.45,0.973,2388
Latin America,Airtel,Compact-Connected,2025-01-27,78.6,155.7,0.47,0.941,2892
North America,Orange,Commercial-Van,2025-01-26,50.4,122.9,0.57,0.95,2188
Europe & MENA,Deutsche Telekom,SUV-Connected,2025-02-21,114.4,188.1,0.83,0.954,1722
Europe & MENA,Orange,SUV-Connected,2025-01-16,81.3,144.1,0.85,0.961,4408
Oceania,Deutsche Telekom,Compact-Connected,2025-01-17,80.6,132.6,0.33,0.939,3777
India & Middle East,Telefonica,Fleet-Leasing,2025-01-02,49.2,124.3,0.48,0.958,2788
Europe & MENA,Rogers,Compact-Connected,2025-02-19,113.8,176.5,0.22,0.986,3704
Asia-Pacific,Airtel,Compact-Connected,2025-01-18,77.7,136.8,0.74,0.951,3691
Europe & MENA,Etisalat,Moto-2W,2025-01-11,71.2,135.0,0.4,0.982,4223
Europe & MENA,Telstra,SUV-Connected,2025-02-24,128.7,194.1,0.1,0.943,1035
Europe & MENA,SK Telecom,Luxury-Flagship,2025-02-07,84.5,119.8,0.17,0.974,4248
Asia-Pacific,NTT Docomo,Fleet-Leasing,2025-02-11,118.0,159.4,0.46,0.976,697
Latin America,NTT Docomo,Compact-Connected,2025-02-19,125.3,203.9,0.43,0.979,4238
Europe & MENA,Etisalat,Luxury-Flagship,2025-02-08,57.4,104.3,0.72,0.947,3853
Europe & MENA,Airtel,Luxury-Flagship,2025-02-12,64.9,92.0,0.45,0.963,1916
Oceania,Telefonica,EV-Urban,2025-01-14,87.6,139.6,0.22,0.969,3930
India & Middle East,AT&T,EV-Urban,2025-01-15,54.8,132.0,0.52,0.977,3646
Asia-Pacific,TIM,Commercial-Van,2025-01-10,84.4,127.5,0.62,0.988,3393
Oceania,Airtel,Commercial-Van,2025-02-24,64.1,105.6,0.81,0.962,516
India & Middle East,Deutsche Telekom,Commercial-Van,2025-01-03,100.5,139.9,0.69,0.977,1840
North America,TIM,Luxury-Flagship,2025-02-07,114.8,191.1,0.6,0.954,3871
North America,Etisalat,EV-Premium,2025-02-25,94.0,150.5,0.8,0.965,4921
Asia-Pacific,Telefonica,Luxury-Flagship,2025-02-26,110.9,162.8,0.75,0.944,3573
North America,NTT Docomo,SUV-Connected,2025-01-25,87.8,135.0,0.07,0.98,3459
Europe & MENA,Deutsche Telekom,EV-Premium,2025-01-24,103.6,143.8,0.65,0.989,2395
India & Middle East,Rogers,EV-Premium,2025-02-19,53.8,104.1,0.83,0.979,1573
Oceania,Singtel,EV-Premium,2025-01-01,133.7,185.3,0.6,0.966,4616
Oceania,Telstra,Luxury-Flagship,2025-02-16,56.1,109.5,0.37,0.974,3893
Latin America,Orange,SUV-Connected,2025-01-28,94.7,119.9,0.81,0.965,1685
North America,TIM,Fleet-Leasing,2025-01-11,71.5,117.8,0.12,0.973,3168
Asia-Pacific,Etisalat,Moto-2W,2025-01-06,95.5,142.4,0.89,0.983,3407
Europe & MENA,Deutsche Telekom,Compact-Connected,2025-02-01,94.0,148.1,0.22,0.965,2119
Oceania,Telstra,Fleet-Leasing,2025-02-13,47.3,104.1,0.15,0.978,1136
Asia-Pacific,Airtel,Fleet-Leasing,2025-01-30,96.8,141.9,0.43,0.985,1872
North America,NTT Docomo,Fleet-Leasing,2025-01-29,130.6,192.9,0.63,0.984,711
Latin America,Deutsche Telekom,Commercial-Van,2025-02-16,58.9,125.3,0.16,0.947,3681
Latin America,Airtel,SUV-Connected,2025-02-14,97.8,145.5,0.66,0.981,4361
India & Middle East,Rogers,EV-Urban,2025-01-08,108.1,155.6,0.09,0.944,1437
Europe & MENA,Orange,EV-Urban,2025-02-16,127.6,183.9,0.45,0.954,880
North America,AT&T,EV-Premium,2025-01-04,47.2,122.8,0.64,0.957,1571
India & Middle East,AT&T,SUV-Connected,2025-01-14,67.3,109.9,0.17,0.967,1330
Latin America,NTT Docomo,Luxury-Flagship,2025-01-11,61.7,121.1,0.18,0.985,689
Latin America,Deutsche Telekom,EV-Premium,2025-01-11,96.9,127.7,0.8,0.965,3799
Latin America,NTT Docomo,SUV-Connected,2025-01-22,74.6,116.8,0.43,0.954,3905
India & Middle East,Telstra,Compact-Connected,2025-02-15,83.0,154.6,0.85,0.932,1947
North America,Telstra,Commercial-Van,2025-01-27,78.4,156.9,0.18,0.99,2069
Europe & MENA,Deutsche Telekom,Compact-Connected,2025-02-15,122.0,169.3,0.3,0.98,4679
Latin America,Telstra,Fleet-Leasing,2025-02-02,85.8,143.8,0.55,0.992,3895
India & Middle East,Etisalat,EV-Urban,2025-02-08,94.7,126.8,0.72,0.959,990
Latin America,Rogers,EV-Premium,2025-01-17,89.5,150.6,0.24,0.956,3972
India & Middle East,Orange,Luxury-Flagship,2025-02-04,108.9,183.4,0.45,0.949,710
India & Middle East,Vodafone,SUV-Connected,2025-01-13,103.0,153.3,0.77,0.968,804
North America,TIM,Commercial-Van,2025-01-22,75.0,139.5,0.48,0.982,3292
Oceania,Airtel,Fleet-Leasing,2025-01-14,131.5,210.9,0.54,0.97,940
India & Middle East,Etisalat,Commercial-Van,2025-01-15,110.9,179.1,0.22,0.988,526
Europe & MENA,Deutsche Telekom,EV-Urban,2025-02-25,68.1,145.6,0.21,0.97,3922
Oceania,TIM,Fleet-Leasing,2025-02-16,102.2,134.0,0.06,0.946,1592
North America,Orange,EV-Premium,2025-01-14,125.4,188.7,0.63,0.991,3484
Asia-Pacific,AT&T,Compact-Connected,2025-02-04,129.5,168.8,0.46,0.934,2376
North America,Vodafone,EV-Urban,2025-01-20,125.9,175.0,0.29,0.959,4484
North America,Etisalat,Moto-2W,2025-01-15,52.6,112.1,0.14,0.985,1073
North America,Vodafone,SUV-Connected,2025-01-30,70.2,103.4,0.67,0.958,1760
Asia-Pacific,Airtel,Luxury-Flagship,2025-01-17,134.2,184.6,0.09,0.95,2173
Europe & MENA,Orange,Moto-2W,2025-02-15,126.9,180.5,0.28,0.983,1778
North America,Deutsche Telekom,EV-Premium,2025-02-01,80.2,151.2,0.47,0.95,1457
North America,SK Telecom,Compact-Connected,2025-01-15,109.7,135.0,0.78,0.971,1342
Latin America,Orange,SUV-Connected,2025-02-21,56.8,109.5,0.09,0.939,1118
North America,Telefonica,Commercial-Van,2025-02-18,47.7,109.4,0.72,0.933,4712
Europe & MENA,Singtel,SUV-Connected,2025-01-27,100.7,136.4,0.4,0.961,2037
Latin America,NTT Docomo,EV-Urban,2025-02-19,57.4,102.7,0.15,0.957,1695
Oceania,NTT Docomo,Moto-2W,2025-02-04,93.8,146.3,0.66,0.937,824
North America,Singtel,Luxury-Flagship,2025-02-11,62.7,127.8,0.3,0.987,3934
Latin America,Etisalat,Luxury-Flagship,2025-02-19,132.9,198.9,0.16,0.982,3844
Latin America,NTT Docomo,SUV-Connected,2025-02-08,124.5,155.3,0.64,0.967,3212
Europe & MENA,SK Telecom,EV-Urban,2025-01-14,75.1,144.6,0.45,0.964,3264
Asia-Pacific,Airtel,EV-Urban,2025-02-09,64.0,93.0,0.9,0.981,1707
India & Middle East,TIM,EV-Urban,2025-02-10,45.8,80.1,0.23,0.969,3158
North America,Deutsche Telekom,Commercial-Van,2025-02-10,100.8,143.4,0.76,0.948,3411
India & Middle East,NTT Docomo,Moto-2W,2025-01-03,68.5,122.0,0.34,0.962,859
India & Middle East,Orange,Fleet-Leasing,2025-01-25,66.6,134.7,0.45,0.963,2864
Oceania,Telstra,Fleet-Leasing,2025-02-09,114.1,185.6,0.39,0.939,3679
Europe & MENA,Rogers,Moto-2W,2025-02-07,98.7,126.4,0.63,0.938,4812
India & Middle East,Orange,SUV-Connected,2025-02-06,127.3,196.0,0.47,0.961,918
India & Middle East,Vodafone,Moto-2W,2025-02-04,65.7,99.7,0.54,0.943,3673
Asia-Pacific,Singtel,EV-Premium,2025-02-21,76.1,132.1,0.54,0.952,4929
Europe & MENA,Etisalat,SUV-Connected,2025-01-20,129.3,192.6,0.55,0.936,2337
Latin America,Telefonica,Compact-Connected,2025-01-10,57.6,102.3,0.69,0.962,2630
Oceania,Airtel,EV-Premium,2025-02-19,72.3,101.6,0.2,0.947,1623
North America,TIM,EV-Urban,2025-01-07,52.9,124.1,0.76,0.95,2724
Oceania,Telstra,Moto-2W,2025-01-20,46.4,108.6,0.69,0.973,649
Oceania,Vodafone,Luxury-Flagship,2025-02-13,119.9,150.0,0.05,0.936,4448
Oceania,Rogers,Commercial-Van,2025-02-01,65.8,142.5,0.59,0.951,1280
Latin America,TIM,Luxury-Flagship,2025-02-15,45.9,81.4,0.47,0.934,825
Oceania,AT&T,Fleet-Leasing,2025-01-16,45.8,87.5,0.07,0.94,4145
Latin America,SK Telecom,Compact-Connected,2025-02-05,126.0,192.6,0.22,0.934,3261
Europe & MENA,Vodafone,SUV-Connected,2025-01-24,99.0,137.8,0.12,0.94,4061
Asia-Pacific,SK Telecom,Commercial-Van,2025-02-04,84.5,130.6,0.39,0.968,4609
Oceania,Telefonica,Luxury-Flagship,2025-02-19,66.8,133.8,0.18,0.965,4783
Europe & MENA,SK Telecom,Moto-2W,2025-02-17,62.2,135.8,0.81,0.971,513
India & Middle East,Singtel,EV-Premium,2025-02-14,51.1,92.8,0.15,0.962,965
Oceania,Etisalat,SUV-Connected,2025-02-20,87.9,158.1,0.81,0.938,3694
India & Middle East,Airtel,Compact-Connected,2025-01-30,53.0,131.3,0.72,0.947,3234
Europe & MENA,Telstra,SUV-Connected,2025-02-19,66.4,134.0,0.59,0.969,4037
Oceania,Etisalat,Fleet-Leasing,2025-02-24,132.7,194.6,0.63,0.96,1716
Asia-Pacific,AT&T,Fleet-Leasing,2025-01-16,122.8,180.3,0.66,0.967,1210
North America,AT&T,Fleet-Leasing,2025-01-16,130.3,206.3,0.11,0.955,2864
Europe & MENA,NTT Docomo,Luxury-Flagship,2025-01-26,98.0,173.1,0.82,0.946,3538
Latin America,Etisalat,Luxury-Flagship,2025-01-02,100.6,162.2,0.19,0.935,4018
India & Middle East,Vodafone,Compact-Connected,2025-02-17,69.9,107.1,0.7,0.972,1078
Latin America,Telstra,EV-Premium,2025-01-10,61.7,134.3,0.19,0.967,2713
Asia-Pacific,Orange,Fleet-Leasing,2025-01-31,110.9,139.1,0.18,0.937,1699
Oceania,SK Telecom,Moto-2W,2025-02-14,78.8,127.0,0.79,0.933,3808
North America,Orange,EV-Premium,2025-01-20,84.5,126.3,0.81,0.985,583
Latin America,Airtel,Compact-Connected,2025-02-28,51.5,88.5,0.65,0.977,2218
Latin America,Singtel,Luxury-Flagship,2025-01-30,79.2,143.9,0.71,0.961,4444
North America,Deutsche Telekom,SUV-Connected,2025-02-28,125.5,159.8,0.48,0.979,1090
India & Middle East,TIM,Commercial-Van,2025-01-12,102.6,170.0,0.87,0.937,4634
Asia-Pacific,Vodafone,SUV-Connected,2025-01-10,70.2,134.5,0.57,0.982,4281
India & Middle East,Rogers,Fleet-Leasing,2025-01-29,104.3,175.0,0.48,0.966,804
Oceania,Telstra,EV-Urban,2025-01-27,61.0,111.2,0.39,0.936,587
Europe & MENA,Telstra,Luxury-Flagship,2025-01-19,87.5,166.6,0.17,0.979,3717
Latin America,Telstra,EV-Urban,2025-02-02,47.7,119.5,0.28,0.935,3671
Asia-Pacific,Rogers,Compact-Connected,2025-01-23,101.6,168.2,0.72,0.963,3935
Latin America,Vodafone,SUV-Connected,2025-02-27,47.3,86.8,0.35,0.938,715
Asia-Pacific,Telstra,Luxury-Flagship,2025-02-16,124.2,165.7,0.7,0.93,3943
Asia-Pacific,AT&T,EV-Premium,2025-02-07,124.6,157.9,0.25,0.954,4527
Asia-Pacific,NTT Docomo,Compact-Connected,2025-01-02,105.6,134.6,0.74,0.963,3211
Oceania,AT&T,Compact-Connected,2025-01-25,74.5,146.9,0.36,0.988,1832
Europe & MENA,Deutsche Telekom,Moto-2W,2025-02-07,94.0,150.1,0.4,0.974,3400
India & Middle East,NTT Docomo,SUV-Connected,2025-02-23,71.1,143.3,0.34,0.932,2773
Latin America,Airtel,EV-Urban,2025-02-22,112.2,189.4,0.67,0.97,3837
Latin America,Telstra,EV-Premium,2025-01-01,97.1,153.4,0.6,0.943,4627
Latin America,Telstra,Compact-Connected,2025-01-06,59.7,136.8,0.75,0.933,1407
Asia-Pacific,Telstra,Luxury-Flagship,2025-01-07,81.2,142.7,0.09,0.981,1990
Europe & MENA,Deutsche Telekom,Luxury-Flagship,2025-02-03,127.1,201.0,0.78,0.967,1274
Oceania,Singtel,EV-Urban,2025-02-22,130.9,207.3,0.83,0.991,2040
Europe & MENA,Etisalat,EV-Urban,2025-01-25,73.4,129.1,0.24,0.953,3003
India & Middle East,Telefonica,Fleet-Leasing,2025-01-19,87.0,127.5,0.09,0.948,1660
Asia-Pacific,Telstra,Fleet-Leasing,2025-01-28,118.1,187.2,0.42,0.99,1028
Latin America,NTT Docomo,Luxury-Flagship,2025-01-07,95.6,124.8,0.4,0.93,3636
Oceania,Orange,Moto-2W,2025-01-20,84.5,136.6,0.41,0.932,1123
India & Middle East,AT&T,Luxury-Flagship,2025-01-31,121.8,194.4,0.29,0.969,2363
Asia-Pacific,Deutsche Telekom,EV-Premium,2025-01-02,58.4,116.3,0.67,0.973,4565
Europe & MENA,Vodafone,Luxury-Flagship,2025-01-13,101.2,174.0,0.31,0.982,1749
Asia-Pacific,Deutsche Telekom,Moto-2W,2025-01-07,103.7,146.0,0.54,0.973,4887
North America,Airtel,Luxury-Flagship,2025-01-18,95.6,166.1,0.77,0.973,684
Asia-Pacific,Telstra,Fleet-Leasing,2025-02-12,54.6,96.3,0.45,0.966,3344
Oceania,Airtel,Commercial-Van,2025-02-17,62.7,135.3,0.34,0.956,4202
India & Middle East,Singtel,SUV-Connected,2025-02-06,92.6,136.5,0.41,0.942,674
Oceania,Telefonica,SUV-Connected,2025-01-09,115.5,188.5,0.39,0.967,1239
Oceania,TIM,Fleet-Leasing,2025-01-26,115.1,167.6,0.88,0.981,4193
India & Middle East,Singtel,Luxury-Flagship,2025-01-26,78.0,152.9,0.3,0.983,1395
Europe & MENA,TIM,Commercial-Van,2025-02-04,77.1,114.6,0.08,0.957,4114
Oceania,NTT Docomo,EV-Urban,2025-02-19,52.8,104.5,0.41,0.944,2819
Latin America,Orange,Luxury-Flagship,2025-02-22,49.5,81.0,0.55,0.985,1995
India & Middle East,SK Telecom,Luxury-Flagship,2025-01-28,128.1,162.0,0.71,0.979,4631
North America,Telefonica,SUV-Connected,2025-02-14,117.9,152.7,0.83,0.99,2133
India & Middle East,SK Telecom,SUV-Connected,2025-01-05,72.4,120.5,0.48,0.934,1534
Europe & MENA,Orange,Luxury-Flagship,2025-02-26,87.5,150.4,0.43,0.956,1487
Asia-Pacific,Rogers,EV-Urban,2025-01-24,102.5,167.3,0.45,0.99,1097
India & Middle East,Telstra,Compact-Connected,2025-01-11,130.7,197.9,0.69,0.946,3422
Europe & MENA,Airtel,Luxury-Flagship,2025-01-19,69.8,96.3,0.63,0.952,509
Oceania,Etisalat,Luxury-Flagship,2025-01-28,76.3,110.4,0.33,0.942,758
Latin America,NTT Docomo,Commercial-Van,2025-01-17,107.5,160.5,0.39,0.983,3249
North America,AT&T,SUV-Connected,2025-02-09,122.6,195.2,0.88,0.931,3652
Latin America,Etisalat,Commercial-Van,2025-03-01,103.2,145.0,0.15,0.947,960
India & Middle East,TIM,EV-Premium,2025-01-06,64.0,104.7,0.17,0.974,4327
North America,Vodafone,Commercial-Van,2025-02-24,47.5,118.4,0.41,0.963,4371
Europe & MENA,TIM,EV-Urban,2025-02-11,116.9,175.5,0.17,0.935,4053
Europe & MENA,AT&T,Compact-Connected,2025-01-31,48.7,95.1,0.34,0.944,3754
Latin America,Rogers,EV-Premium,2025-02-21,112.3,174.4,0.66,0.955,3900
India & Middle East,TIM,EV-Urban,2025-01-23,119.9,168.1,0.4,0.94,1754
Europe & MENA,Telstra,Luxury-Flagship,2025-02-25,122.7,185.4,0.17,0.945,671
Oceania,NTT Docomo,EV-Premium,2025-02-15,123.6,199.6,0.76,0.967,2631
India & Middle East,Telefonica,Fleet-Leasing,2025-02-01,92.7,121.7,0.28,0.93,1691
Oceania,Singtel,Fleet-Leasing,2025-01-17,46.4,112.1,0.53,0.983,2200
Latin America,Deutsche Telekom,EV-Urban,2025-01-20,105.4,156.1,0.36,0.957,3658
India & Middle East,SK Telecom,SUV-Connected,2025-01-06,52.9,87.3,0.88,0.966,1979
Latin America,Orange,EV-Urban,2025-02-09,127.5,204.8,0.55,0.98,1172
North America,AT&T,EV-Urban,2025-01-03,80.3,152.1,0.48,0.93,4264
Asia-Pacific,TIM,Commercial-Van,2025-01-10,106.1,179.1,0.33,0.935,1437
North America,Telstra,Compact-Connected,2025-02-09,128.7,157.1,0.07,0.951,4682
Asia-Pacific,TIM,Commercial-Van,2025-01-06,120.4,178.5,0.12,0.988,580
North America,Airtel,EV-Premium,2025-01-18,52.9,108.8,0.55,0.978,1811
North America,Vodafone,EV-Urban,2025-01-31,113.8,162.9,0.38,0.984,4524
North America,AT&T,Fleet-Leasing,2025-03-01,54.7,107.8,0.84,0.975,2534
India & Middle East,Deutsche Telekom,EV-Urban,2025-02-24,49.9,126.6,0.53,0.98,2029
North America,Deutsche Telekom,SUV-Connected,2025-01-11,107.2,147.1,0.72,0.946,3776
Europe & MENA,NTT Docomo,SUV-Connected,2025-01-28,107.4,139.8,0.79,0.96,3653
Oceania,Deutsche Telekom,Luxury-Flagship,2025-02-14,50.9,86.2,0.85,0.94,3264
India & Middle East,Vodafone,Fleet-Leasing,2025-02-14,64.7,134.0,0.73,0.974,1896
Latin America,SK Telecom,EV-Premium,2025-01-18,115.2,144.4,0.2,0.963,813
Asia-Pacific,Vodafone,Commercial-Van,2025-02-05,129.6,154.7,0.47,0.937,3286
India & Middle East,Etisalat,Fleet-Leasing,2025-01-15,84.8,120.6,0.89,0.94,987
Oceania,NTT Docomo,Commercial-Van,2025-02-26,50.3,87.6,0.36,0.978,2030
Asia-Pacific,Orange,Commercial-Van,2025-01-21,110.5,178.9,0.46,0.971,1787
Europe & MENA,Etisalat,Fleet-Leasing,2025-02-08,108.8,174.8,0.86,0.968,1089
Europe & MENA,Etisalat,Commercial-Van,2025-02-27,57.9,87.6,0.89,0.96,1983
Asia-Pacific,Etisalat,EV-Urban,2025-02-14,79.5,109.6,0.82,0.959,4575
North America,AT&T,Fleet-Leasing,2025-01-04,52.1,120.3,0.41,0.936,4878
Europe & MENA,Telstra,Compact-Connected,2025-01-14,120.1,146.1,0.72,0.987,1209
Oceania,Telefonica,EV-Urban,2025-01-20,120.4,158.5,0.74,0.986,1044
Latin America,Airtel,Compact-Connected,2025-02-20,134.0,196.3,0.65,0.962,1872
Europe & MENA,Singtel,Compact-Connected,2025-01-15,52.2,109.5,0.17,0.964,4365
North America,Telstra,Commercial-Van,2025-02-22,128.7,157.7,0.83,0.99,834
North America,Telefonica,Commercial-Van,2025-01-20,105.4,158.1,0.07,0.966,615
Asia-Pacific,TIM,Commercial-Van,2025-02-17,100.5,141.0,0.66,0.984,782
Asia-Pacific,Telstra,Moto-2W,2025-02-08,58.4,96.9,0.87,0.966,1037
India & Middle East,NTT Docomo,Fleet-Leasing,2025-01-13,130.4,167.8,0.78,0.959,2639
India & Middle East,TIM,Moto-2W,2025-01-17,117.8,149.5,0.55,0.946,1896
North America,Telefonica,Fleet-Leasing,2025-02-12,68.0,102.6,0.66,0.97,3470
Latin America,Vodafone,EV-Premium,2025-02-20,92.3,150.6,0.59,0.936,1286
India & Middle East,TIM,Commercial-Van,2025-01-01,69.6,112.5,0.12,0.967,4050
Oceania,SK Telecom,EV-Premium,2025-01-19,95.3,145.0,0.16,0.981,2555
Asia-Pacific,Singtel,Moto-2W,2025-02-01,66.3,119.4,0.89,0.937,4185
Asia-Pacific,Telstra,Compact-Connected,2025-02-20,78.2,110.3,0.45,0.935,1417
Oceania,Vodafone,Luxury-Flagship,2025-01-01,58.6,137.2,0.49,0.984,4434
Latin America,SK Telecom,Compact-Connected,2025-01-17,53.1,108.9,0.13,0.99,3325
Oceania,Vodafone,Luxury-Flagship,2025-02-13,70.9,102.2,0.57,0.961,2719
Latin America,NTT Docomo,EV-Urban,2025-02-27,98.9,144.6,0.76,0.984,2455
Europe & MENA,SK Telecom,Luxury-Flagship,2025-02-17,50.9,120.1,0.57,0.937,2725
India & Middle East,Deutsche Telekom,SUV-Connected,2025-02-20,132.3,166.2,0.78,0.982,4301
India & Middle East,Telefonica,EV-Premium,2025-01-08,79.4,154.6,0.6,0.948,4494
North America,Etisalat,EV-Premium,2025-02-28,114.3,165.7,0.21,0.963,2169
Oceania,Deutsche Telekom,Compact-Connected,2025-01-11,74.6,132.7,0.81,0.981,3459
Europe & MENA,Telefonica,Compact-Connected,2025-02-28,65.4,140.1,0.84,0.976,3553
Latin America,Telefonica,SUV-Connected,2025-02-28,67.0,107.2,0.53,0.952,1510
India & Middle East,Singtel,Compact-Connected,2025-01-27,104.1,156.4,0.75,0.96,1793
Europe & MENA,Deutsche Telekom,Compact-Connected,2025-02-18,128.2,208.0,0.78,0.961,4995
Latin America,AT&T,Commercial-Van,2025-02-13,121.1,186.7,0.67,0.956,3909
Latin America,NTT Docomo,Compact-Connected,2025-01-19,116.1,188.3,0.19,0.946,2164
Asia-Pacific,SK Telecom,Luxury-Flagship,2025-01-18,72.0,117.4,0.28,0.982,503
Asia-Pacific,Telstra,Fleet-Leasing,2025-01-27,58.5,95.4,0.49,0.955,2402
Oceania,Telstra,EV-Premium,2025-01-01,51.6,112.2,0.76,0.96,1428
North America,Rogers,Compact-Connected,2025-02-11,110.6,186.2,0.08,0.932,3398
Oceania,TIM,Moto-2W,2025-01-28,85.3,155.7,0.62,0.963,1508
Oceania,Orange,EV-Urban,2025-01-27,94.1,142.7,0.54,0.985,2498
Oceania,Airtel,Luxury-Flagship,2025-02-22,105.9,184.6,0.64,0.967,4931
Latin America,Etisalat,EV-Urban,2025-01-03,91.1,133.2,0.3,0.961,4496
Latin America,Orange,Compact-Connected,2025-01-16,117.7,170.9,0.5,0.966,2902
Asia-Pacific,Telefonica,SUV-Connected,2025-01-05,59.9,113.9,0.35,0.983,2331
North America,SK Telecom,Luxury-Flagship,2025-02-22,119.3,193.2,0.05,0.98,2005
Latin America,AT&T,EV-Urban,2025-01-15,89.8,146.4,0.16,0.985,1464
India & Middle East,AT&T,EV-Urban,2025-02-24,67.3,137.0,0.32,0.931,4214
India & Middle East,Orange,Moto-2W,2025-01-06,126.0,179.7,0.28,0.992,3937
Europe & MENA,Etisalat,Moto-2W,2025-02-12,78.9,117.3,0.82,0.932,2593
India & Middle East,Etisalat,Commercial-Van,2025-01-30,81.4,134.7,0.34,0.946,2638
Oceania,SK Telecom,Fleet-Leasing,2025-02-20,74.2,107.8,0.33,0.955,2185
Asia-Pacific,Telefonica,Compact-Connected,2025-02-25,64.8,90.3,0.24,0.93,4238
Asia-Pacific,TIM,Luxury-Flagship,2025-01-07,118.1,151.4,0.29,0.97,3498
Oceania,TIM,EV-Premium,2025-01-16,133.4,208.4,0.59,0.98,1230
Latin America,Orange,EV-Premium,2025-02-07,54.8,87.3,0.34,0.933,4617
India & Middle East,Singtel,Fleet-Leasing,2025-01-07,53.8,100.1,0.4,0.956,2436
Europe & MENA,Singtel,EV-Premium,2025-01-29,101.9,169.1,0.25,0.971,2098
Asia-Pacific,Etisalat,Moto-2W,2025-02-18,52.3,90.3,0.87,0.983,3379
Latin America,SK Telecom,SUV-Connected,2025-02-17,56.3,118.8,0.8,0.949,3814
Europe & MENA,Orange,Commercial-Van,2025-01-25,72.6,147.5,0.71,0.93,1247
North America,SK Telecom,EV-Urban,2025-02-11,99.6,145.1,0.13,0.936,1291
Latin America,Rogers,Fleet-Leasing,2025-02-04,50.1,92.2,0.48,0.968,3790
Asia-Pacific,Orange,Fleet-Leasing,2025-01-22,79.8,125.1,0.62,0.967,3071
Asia-Pacific,Etisalat,Commercial-Van,2025-02-27,131.2,176.0,0.41,0.984,1044
North America,Deutsche Telekom,EV-Premium,2025-01-11,49.1,78.6,0.64,0.938,715
Latin America,Orange,EV-Urban,2025-02-26,77.2,128.7,0.19,0.975,2714
Europe & MENA,Vodafone,SUV-Connected,2025-01-11,112.1,162.3,0.71,0.933,2962
Latin America,AT&T,SUV-Connected,2025-01-15,47.2,123.0,0.3,0.984,1193
India & Middle East,Telstra,Moto-2W,2025-02-13,86.7,151.7,0.45,0.948,2461
